H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.10242104530334473,0.2683119773864746,0.16589093208312988,0.11508774757385254,0.15366578102111816,0.038578033447265625,0.10883641242980957,0.11288976669311523,0.004053354263305664,0.1334536075592041,0.2699251174926758,0.13647150993347168,0.11362886428833008,0.5585963726043701,0.44496750831604004,0.10318160057067871,0.15146660804748535,0.04828500747680664,0.08948612213134766,0.1278069019317627,0.03832077980041504,0.1078941822052002,0.15685534477233887,0.04896116256713867,0.09087491035461426,0.29099035263061523,0.20011544227600098,0.0933980941772461,0.2655332088470459,0.1721351146697998,0.10748744010925293
