subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
kartik,1,1,0.097739935,0.241737366,0.143997431,0.104170084,0.183440447,0.079270363,0.102400065,0.281289816,0.178889751,0.092888594,0.32239461,0.229506016,0.080181599,0.368347645,0.288166046,0.121708632,0.149398804,0.027690172,0.098065376,0.100243568,0.002178192,0.089969397,0.08223176,-0.007737637,0.089617729,0.135615587,0.045997858,0.092678785,0.20089674,0.108217955,0.102321625
kartik,1,2,0.102349043,0.230485678,0.128136635,0.097083807,0.133810759,0.036726952,0.108119965,0.140715838,0.032595873,0.091186523,0.232043028,0.140856504,0.097095728,0.393121719,0.296025991,0.091712952,0.136577845,0.044864893,0.084946871,0.101614475,0.016667604,0.086329699,0.070313692,-0.016016006,0.095217228,0.14601326,0.050796032,0.089093685,0.280403376,0.191309691,0.110563994
kartik,1,3,0.101795435,0.956868649,0.855073214,0.087984324,0.121598959,0.033614635,0.108201027,0.637615919,0.529414892,0.101860762,0.766091824,0.664231062,0.088098764,0.467211247,0.379112482,0.107849598,0.174275875,0.066426277,0.079428434,0.110180855,0.03075242,0.092163801,0.110766411,0.01860261,0.091855526,0.192279816,0.10042429,0.092150927,0.262474775,0.170323849,0.111403227
kartik,1,4,0.107638359,0.500303507,0.392665148,0.081787825,0.113004923,0.031217098,0.093403339,0.152958393,0.059555054,0.092716455,0.2482903,0.155573845,0.09613061,0.522355318,0.426224709,0.109255791,0.1787076,0.069451809,0.080751657,0.127171993,0.046420336,0.096122503,0.110806704,0.0146842,0.07690239,0.165278673,0.088376284,0.094763517,0.229970932,0.135207415,0.097278833
kartik,1,5,0.094465971,0.230913878,0.136447907,0.10205102,0.121424437,0.019373417,0.103837013,0.130858183,0.02702117,0.102090597,0.23914218,0.137051582,0.091300249,0.437887907,0.346587658,0.115499973,0.156651259,0.041151285,0.088363171,0.11227417,0.023910999,0.097077608,0.089561701,-0.007515907,0.107290506,0.158869267,0.05157876,0.106750011,0.363044739,0.256294727,0.111081123
kartik,1,1,0.092566729,0.260841847,0.168275118,0.096563578,0.141389132,0.044825554,0.103883266,0.170662403,0.066779137,0.104043484,0.351153374,0.24710989,0.088067293,0.444386721,0.356319428,0.101284266,0.127795219,0.026510954,0.093608379,1.319303274,1.225694895,0.093454361,0.11063385,0.017179489,0.082517862,0.160622835,0.078104973,0.106930018,0.248246908,0.141316891,0.104306698
kartik,1,2,0.100559712,0.236459255,0.135899544,0.095766783,0.140225172,0.044458389,0.089932203,0.164541721,0.074609518,0.098264217,0.250905514,0.152641296,0.101952314,0.403935671,0.301983357,0.110275984,0.136676073,0.026400089,0.086912632,0.081729412,-0.00518322,0.10166502,0.089660645,-0.012004375,0.086028576,0.132324696,0.04629612,0.089002371,0.199445009,0.110442638,0.128464699
kartik,1,3,0.114413023,0.228304386,0.113891363,0.090335846,0.127632856,0.03729701,0.09113884,0.120640039,0.0295012,0.087093592,0.202898264,0.115804672,0.081963539,0.400494099,0.31853056,0.108076572,0.169148207,0.061071634,0.088110924,0.090991735,0.002880812,0.094500065,0.099485159,0.004985094,0.090965271,0.149268389,0.058303118,0.086967945,0.268657923,0.181689978,0.101780653
kartik,1,4,0.103861094,0.217833996,0.113972902,0.083778143,0.142307282,0.058529139,0.097052813,0.150655508,0.053602695,0.092774153,0.244843245,0.152069092,0.089225054,0.403213024,0.31398797,0.122089863,0.164588451,0.042498589,0.09873724,0.102837563,0.004100323,0.084811211,0.094493628,0.009682417,0.085060835,0.156085968,0.071025133,0.11093688,0.258430481,0.147493601,0.105590344
kartik,1,5,0.117971897,0.273671389,0.155699492,0.072715521,0.108169079,0.035453558,0.088314533,0.081395864,-0.006918669,0.131129503,0.275919437,0.144789934,0.085855007,0.45195818,0.366103172,0.105088234,0.154147387,0.049059153,0.090856314,0.084116697,-0.006739616,0.106170654,0.09321785,-0.012952805,0.096592903,0.16953969,0.072946787,0.092741013,0.186998367,0.094257355,0.121435165
kartik,1,1,0.116643906,0.222267628,0.105623722,0.10843873,0.12930584,0.020867109,0.104527473,0.126475811,0.021948338,0.095658302,0.235060692,0.13940239,0.087037325,0.449760199,0.362722874,0.108148813,0.181179524,0.07303071,0.080665112,0.090951681,0.01028657,0.096297026,0.142721176,0.04642415,0.075002909,0.212701321,0.137698412,0.087255716,0.270263434,0.183007717,0.113161326
kartik,1,2,0.115096331,0.288072109,0.172975779,0.098090887,0.135077953,0.036987066,0.098339558,0.13559556,0.037256002,0.096391678,0.330705404,0.234313726,0.087960005,0.427541256,0.339581251,0.120037317,0.174970627,0.05493331,0.074086189,0.092489958,0.018403769,0.116740704,0.110568523,-0.00617218,0.071495771,0.138407946,0.066912174,0.084756374,0.187833786,0.103077412,0.103964806
kartik,1,3,0.114476204,0.191987753,0.077511549,0.087153673,0.120211363,0.03305769,0.096915007,0.124058485,0.027143478,0.11121583,0.310240269,0.199024439,0.057886362,0.372973442,0.31508708,0.118234396,0.159422636,0.04118824,0.090837717,0.095263481,0.004425764,0.098680973,0.112766266,0.014085293,0.090974092,0.511214733,0.420240641,0.095591068,0.213035107,0.117444038,0.104741097
kartik,1,4,0.103711844,0.177707434,0.07399559,0.094810009,0.130432606,0.035622597,0.0963943,0.118503332,0.022109032,0.089727402,1.010741234,0.921013832,0.093216658,0.378806353,0.285589695,0.110817909,0.167691469,0.05687356,0.096549273,0.1001091,0.003559828,0.099479914,0.107929707,0.008449793,0.083706617,0.137171269,0.053464651,0.099111319,0.200010538,0.10089922,0.103933096
kartik,1,5,0.088801146,0.139742851,0.050941706,0.09082365,0.127690315,0.036866665,0.109167814,0.579828978,0.470661163,0.111018181,0.242304564,0.131286383,0.098958254,0.633108378,0.534150124,0.107674122,0.147999525,0.040325403,0.091579437,0.110556364,0.018976927,0.117182016,0.085078239,-0.032103777,0.090260267,0.152957201,0.062696934,0.095519543,0.25117445,0.155654907,0.07879138
kartik,1,6,0.10441494,0.207065344,0.102650404,0.122134447,0.152397871,0.030263424,0.09484911,0.136860132,0.042011023,0.093223333,0.360434055,0.267210722,0.08653903,0.439806223,0.353267193,0.106044769,0.131579161,0.025534391,0.091210604,0.106179237,0.014968634,0.092864752,0.094815254,0.001950502,0.087209702,0.158647776,0.071438074,0.091856003,0.191528797,0.099672794,0.106713772
kartik,1,7,0.133165121,0.215211153,0.082046032,0.083283901,0.115163088,0.031879187,0.110664368,0.132179022,0.021514654,0.102517366,0.317521811,0.215004444,0.107505083,0.375150204,0.267645121,0.115553618,0.141805887,0.02625227,0.084985971,0.100833893,0.015847921,0.110126495,0.102493525,-0.007632971,0.078638077,0.136650801,0.058012724,0.096401453,0.225529432,0.129127979,0.089514971
kartik,1,8,0.076683521,0.17896533,0.102281809,0.072219849,0.14314723,0.070927382,0.083211184,0.14950347,0.066292286,0.089665413,0.219848394,0.130182982,0.08625412,0.402641296,0.316387177,0.114200592,0.16680193,0.052601337,0.085880756,0.106039047,0.020158291,0.092992544,0.082995892,-0.009996653,0.090815544,0.142155647,0.051340103,0.116108894,0.204352856,0.088243961,0.1194489
kartik,1,9,0.096401215,0.154440165,0.05803895,0.080289841,0.122540712,0.042250872,0.091213226,0.099645376,0.00843215,0.096681356,0.221953154,0.125271797,0.079295874,0.35082674,0.271530867,0.12937212,0.177762508,0.048390388,0.072773695,0.08823204,0.015458345,0.098977804,0.112522602,0.013544798,0.074407816,0.131645203,0.057237387,0.097985506,0.166755915,0.068770409,0.108001471
kartik,1,10,0.098567486,0.138393402,0.039825916,0.090046644,0.126968622,0.036921978,0.108104944,0.117125273,0.009020329,0.088682175,0.203047037,0.114364862,0.108961821,0.392192841,0.28323102,0.109946251,0.145272493,0.035326242,0.085285664,0.094229698,0.008944035,0.093294621,0.097349644,0.004055023,0.07746768,0.132681608,0.055213928,0.095026731,0.176850557,0.081823826,0.121035814
kartik,1,11,0.118028641,0.405108213,0.287079573,0.102641106,0.11455369,0.011912584,0.09332633,0.139433861,0.046107531,0.115632296,0.224860668,0.109228373,0.112267971,0.466444254,0.354176283,0.119547606,0.452898741,0.333351135,0.096717596,0.121215105,0.024497509,0.10694027,0.098256588,-0.008683681,0.101771832,0.150322676,0.048550844,0.111845732,0.319740534,0.207894802,0.117780685
kartik,1,12,0.102855444,0.221296787,0.118441343,0.081762791,0.11975646,0.03799367,0.092934847,0.138128996,0.045194149,0.103223562,0.27066946,0.167445898,0.083814859,0.40870595,0.32489109,0.121871471,0.162873983,0.041002512,0.096087456,0.088172674,-0.007914782,0.107399464,0.095962048,-0.011437416,0.093487501,0.14317131,0.049683809,0.098932505,0.208626032,0.109693527,0.110118628
kartik,1,13,0.105037212,0.1934371,0.088399887,0.070486307,0.115374327,0.04488802,0.082211494,0.099163771,0.016952276,0.098155022,0.611670733,0.513515711,0.079453707,0.373735428,0.294281721,0.102084398,0.144880295,0.042795897,0.093994617,0.099913359,0.005918741,0.096672535,0.0727911,-0.023881435,0.083079338,0.122540712,0.039461374,0.101859331,0.18516922,0.083309889,0.085752487
kartik,1,14,0.123611927,0.422760725,0.299148798,0.105676413,0.152052403,0.04637599,0.090420485,0.523988009,0.433567524,0.09124589,0.223363876,0.132117987,0.094187737,0.340649605,0.246461868,0.116246462,0.146122694,0.029876232,0.086318493,0.100456953,0.01413846,0.100550413,0.094064951,-0.006485462,0.08026123,0.140902996,0.060641766,0.087570429,0.163878918,0.076308489,0.091867924
kartik,1,15,0.109041691,0.176297903,0.067256212,0.088665724,0.145247698,0.056581974,0.095191956,0.108513117,0.013321161,0.082923174,0.192340136,0.109416962,0.092966557,0.428324461,0.335357904,0.09897542,0.143923998,0.044948578,0.097206116,0.089028835,-0.00817728,0.103874683,0.0901196,-0.013755083,0.085886478,0.123556376,0.037669897,0.094225407,0.15282464,0.058599234,0.107659817
kartik,1,16,0.092062712,0.142134428,0.050071716,0.099134445,0.128069639,0.028935194,0.11794281,0.123316765,0.005373955,0.086773634,0.201822519,0.115048885,0.093250513,0.406956673,0.31370616,0.130674839,0.152500868,0.021826029,0.09671545,0.08881712,-0.007898331,0.111079216,0.099742413,-0.011336803,0.07407403,0.157385826,0.083311796,0.07958746,0.203898668,0.124311209,0.084695101
kartik,1,17,0.09444356,0.133793354,0.039349794,0.096560955,0.119134903,0.022573948,0.098214149,0.12237525,0.0241611,0.099313021,0.203059435,0.103746414,0.091311455,0.430964232,0.339652777,0.130280256,1.927236319,1.796956062,0.080459595,0.091505528,0.011045933,0.120395184,0.071204901,-0.049190283,0.097048044,0.12796998,0.030921936,0.093833208,0.158521414,0.064688206,0.111258984
kartik,1,18,0.098608255,0.207439899,0.108831644,0.086656332,0.119962215,0.033305883,0.10541749,0.096356869,-0.009060621,0.103971243,0.172121763,0.06815052,0.095132113,0.34436655,0.249234438,0.114253759,0.140882254,0.026628494,0.08407712,0.08715415,0.00307703,0.102639914,0.069532394,-0.033107519,0.080247164,0.127646208,0.047399044,0.097253561,0.141358852,0.044105291,0.102701664
kartik,1,19,0.122020006,0.199617863,0.077597857,0.091370344,0.147530556,0.056160212,0.110912323,0.167247057,0.056334734,0.097089767,0.208598614,0.111508846,0.108061075,0.375935316,0.267874241,0.098236084,0.144943714,0.04670763,0.091162205,0.066821575,-0.02434063,0.117862701,0.121128321,0.003265619,0.093761683,0.147675276,0.053913593,0.08876586,0.18043685,0.09167099,0.093555927
kartik,1,20,0.087883949,0.175916672,0.088032722,0.088622332,0.108524323,0.019901991,0.095500469,0.890000105,0.794499636,0.090103626,0.182969332,0.092865705,0.102633238,0.584389448,0.48175621,0.108227491,0.320477963,0.212250471,0.097267628,0.117136478,0.019868851,0.098581791,0.132932901,0.03435111,0.070091963,0.135251522,0.065159559,0.085262775,0.207332373,0.122069597,0.105660439
kartik,1,21,0.118491888,0.204035521,0.085543633,0.101059675,0.124083519,0.023023844,0.098000765,0.295244455,0.197243691,0.127706051,1.14937973,1.021673679,0.106265545,1.084289074,0.978023529,0.132805586,0.602296591,0.469491005,0.082418203,0.091061592,0.008643389,0.104374409,0.085870504,-0.018503904,0.087170601,0.126828671,0.03965807,0.103826761,0.241731167,0.137904406,0.097799778
kartik,1,22,0.094502449,0.18237567,0.08787322,0.098256826,0.151985169,0.053728342,0.091003895,0.135347366,0.044343472,0.108132124,0.36035347,0.252221346,0.096468449,0.491242886,0.394774437,0.131211996,0.163221359,0.032009363,0.082159758,0.117385149,0.035225391,0.094807148,0.077260971,-0.017546177,0.086275816,0.145582199,0.059306383,0.107560396,0.258472204,0.150911808,0.099449158
kartik,1,23,0.118945599,0.144856453,0.025910854,0.113339424,0.151484013,0.038144588,0.091833353,0.108482599,0.016649246,0.099787235,0.198277235,0.09849,0.100125313,0.358723879,0.258598566,0.075123549,0.156014919,0.080891371,0.084224939,0.078770876,-0.005454063,0.105888605,0.097265482,-0.008623123,0.079521179,0.17427516,0.094753981,0.037763357,0.669469118,0.631705761,0.10551095
kartik,1,24,0.109106064,0.180866957,0.071760893,0.103245735,0.125114679,0.021868944,0.104876995,0.133501053,0.028624058,0.112482309,0.347528458,0.235046148,0.101182699,0.369061947,0.267879248,0.107703447,0.134992123,0.027288675,0.081207514,0.091243982,0.010036469,0.105917215,0.099157095,-0.00676012,0.079833984,0.141542435,0.06170845,0.089450359,0.196944237,0.107493877,0.083880425
kartik,1,25,0.09269166,0.145879746,0.053188086,0.085531473,0.139200211,0.053668737,0.090202808,0.107826471,0.017623663,0.085460663,0.196662426,0.111201763,0.094845295,0.391729355,0.29688406,0.118655205,0.175391674,0.056736469,0.102486849,0.092921495,-0.009565353,0.104610682,0.095452547,-0.009158134,0.081967354,0.140356064,0.05838871,0.098628283,0.21834445,0.119716167,0.098044872
kartik,1,26,0.101439238,0.150890589,0.049451351,0.094077587,0.131683826,0.037606239,0.109754086,0.117754459,0.008000374,0.092474222,0.221474648,0.129000425,0.080037832,0.336971283,0.256933451,0.13100338,0.179149389,0.048146009,0.083050013,0.096122026,0.013072014,0.095694542,0.092428446,-0.003266096,0.06806469,0.127461433,0.059396744,0.104748488,0.220727682,0.115979195,0.100644827
kartik,1,27,0.105437517,0.11741209,0.011974573,0.101102114,0.142818689,0.041716576,0.094595909,0.087648153,-0.006947756,0.101530552,0.212530375,0.110999823,0.099863052,0.370012045,0.270148993,0.122015953,0.161552668,0.039536715,0.085047245,0.101902008,0.016854763,0.099862337,0.090555906,-0.009306431,0.082744598,0.14828825,0.065543652,0.099546671,0.249449015,0.149902344,0.107693911
kartik,1,28,0.106275559,0.149749994,0.043474436,0.091543436,0.147995234,0.056451797,0.083463669,0.089500666,0.006036997,0.10516429,0.293560267,0.188395977,0.089637756,0.403861046,0.31422329,0.11700964,0.135061979,0.01805234,0.085799217,0.112390995,0.026591778,0.091685295,0.089648247,-0.002037048,0.074807644,0.156113148,0.081305504,0.099445581,0.313586712,0.21414113,0.101123333
kartik,1,29,0.099092245,0.157166719,0.058074474,0.083834887,0.105065823,0.021230936,0.087611198,0.103571653,0.015960455,0.097490311,0.192044258,0.094553947,0.066836596,0.353949785,0.28711319,0.225532293,0.981760025,0.756227732,0.091349602,0.171389341,0.08003974,0.094698906,0.118982554,0.024283648,0.083749294,0.158117771,0.074368477,0.112313509,0.270700216,0.158386707,0.098542452
kartik,1,30,0.108769655,0.176702738,0.067933083,0.087388515,0.128304005,0.040915489,0.097158909,0.088723898,-0.008435011,0.098950148,0.18088007,0.081929922,0.088755846,0.421860695,0.333104849,0.109796524,0.165684938,0.055888414,0.087847471,0.080891132,-0.006956339,0.094289064,0.111423016,0.017133951,0.080042601,0.155474186,0.075431585,0.102169037,0.250874758,0.148705721,0.083307266
kartik,1,31,0.090153217,0.129676819,0.039523602,0.091122627,0.126080751,0.034958124,0.095749378,0.089254379,-0.006494999,0.098329782,0.163518667,0.065188885,0.087213755,0.306528568,0.219314814,0.120058537,0.141566753,0.021508217,0.075265884,0.092083454,0.01681757,0.097797155,0.084954977,-0.012842178,0.071171999,0.143043757,0.071871758,0.089910269,0.197184324,0.107274056,0.112967253
kartik,1,32,0.101354122,0.137603998,0.036249876,0.09213376,0.125439644,0.033305883,0.103321075,0.109751225,0.006430149,0.12419939,0.21850276,0.09430337,0.099747181,0.433397532,0.333650351,0.112514019,0.153592348,0.041078329,0.085428476,0.105405808,0.019977331,0.099712372,0.093888283,-0.005824089,0.08086586,0.129882574,0.049016714,0.098486185,0.214980364,0.116494179,0.092396259
kartik,1,33,0.090182066,0.102725029,0.012542963,0.102925301,0.157127857,0.054202557,0.097863197,0.131158114,0.033294916,0.114254475,0.321998596,0.207744122,0.091398954,0.408788919,0.317389965,0.1042943,0.134100676,0.029806376,0.080142975,0.111940622,0.031797647,0.102259398,0.077044487,-0.025214911,0.087644815,0.171192884,0.083548069,0.099470377,0.220785618,0.121315241,0.097551346
kartik,1,34,0.093568325,0.132570505,0.03900218,0.09134841,0.142748117,0.051399708,0.098135948,0.099057436,0.000921488,0.092804194,0.201465845,0.108661652,0.075447559,0.349910498,0.274462938,0.116858244,0.171085119,0.054226875,0.096170902,0.101741314,0.005570412,0.094406843,0.108145237,0.013738394,0.08537364,0.166378021,0.081004381,0.098803043,0.251666784,0.152863741,0.097042561
kartik,1,35,0.091838598,0.18823266,0.096394062,0.091892004,0.15294528,0.061053276,0.086495638,0.099758387,0.013262749,0.098739147,0.177596092,0.078856945,0.102448225,0.377028942,0.274580717,0.119331598,0.162456274,0.043124676,0.080056667,0.088346958,0.008290291,0.086855173,0.102036238,0.015181065,0.084510803,0.17558527,0.091074467,0.096741676,0.261880636,0.16513896,0.09713316
kartik,1,36,0.10827446,0.176613808,0.068339348,0.102930307,0.139369488,0.03643918,0.083023787,0.105649471,0.022625685,0.115714073,0.174117565,0.058403492,0.110255957,1.426155329,1.315899372,0.132138729,0.208711624,0.076572895,0.089588165,0.106292009,0.016703844,0.098863363,0.108478785,0.009615421,0.081158161,0.149154425,0.067996264,0.110971928,0.262078285,0.151106358,0.100194693
kartik,1,37,0.098673582,0.183649063,0.084975481,0.094100237,0.131952524,0.037852287,0.077826262,0.092498064,0.014671803,0.127506018,0.202266932,0.074760914,0.108545303,0.424603462,0.316058159,0.113130093,0.141324043,0.028193951,0.085018396,0.101591587,0.016573191,0.103545189,0.107227564,0.003682375,0.089316607,0.160214663,0.070898056,0.10092783,0.229683399,0.12875557,0.114062786
kartik,1,38,0.125810862,0.172922134,0.047111273,0.105053663,0.141220331,0.036166668,0.099366188,0.115227699,0.015861511,0.09697485,0.192508936,0.095534086,0.098145485,0.408520222,0.310374737,0.111347675,0.130018234,0.018670559,0.090241432,0.105695963,0.015454531,0.098744392,0.102843046,0.004098654,0.075981379,0.135907412,0.059926033,0.104604721,0.227020025,0.122415304,0.095192909
kartik,1,39,0.103257418,0.163048744,0.059791327,0.11383462,0.136880875,0.023046255,0.091963768,0.083648682,-0.008315086,0.119465113,0.186981678,0.067516565,0.100075483,0.352757931,0.252682447,0.111758471,0.13897872,0.027220249,0.077814817,0.091249466,0.013434649,0.105906487,0.113641739,0.007735252,0.06498456,0.114716768,0.049732208,0.120437622,0.21946907,0.099031448,0.102526188
kartik,1,40,0.110269308,0.173020601,0.062751293,0.09735322,0.118145227,0.020792007,0.095775604,0.102545023,0.006769419,0.093322039,0.135802269,0.04248023,0.107814074,1.144048929,1.036234856,0.11448741,0.246570826,0.132083416,0.081885338,0.097524881,0.015639544,0.099776506,0.116608858,0.016832352,0.071830988,0.150025845,0.078194857,0.089004993,0.204251289,0.115246296,0.101650953
kartik,1,41,0.104173422,0.173377276,0.069203854,0.105125904,0.138507128,0.033381224,0.102210045,0.839610577,0.737400532,0.092196703,0.280385971,0.188189268,0.103852511,0.467413902,0.363561392,0.105085611,0.150708675,0.045623064,0.077845812,0.106739998,0.028894186,0.094205856,0.078221083,-0.015984774,0.078077555,0.149287701,0.071210146,0.110064507,0.239254952,0.129190445,0.11524415
kartik,1,42,0.075003386,0.127259493,0.052256107,0.079222202,0.125247717,0.046025515,0.0954988,0.088044882,-0.007453918,0.111968994,0.178780079,0.066811085,0.089328527,0.353338003,0.264009476,0.11299777,0.164051771,0.051054001,0.083775759,0.091437101,0.007661343,0.093049526,0.110884905,0.017835379,0.085992575,0.183390856,0.097398281,0.086197138,0.25543499,0.169237852,0.089354515
kartik,1,43,0.120940208,0.189378738,0.06843853,0.095797777,0.128278732,0.032480955,0.095962286,0.099305868,0.003343582,0.097615004,0.191850424,0.09423542,0.08300066,0.539907217,0.456906557,0.105647802,0.16492343,0.059275627,0.086296797,0.079972506,-0.006324291,0.102385283,0.107410908,0.005025625,0.080139875,0.17899394,0.098854065,0.101222754,0.223754168,0.122531414,0.114860773
kartik,1,44,0.111653328,0.191540718,0.07988739,0.09807086,0.143110514,0.045039654,0.091935873,0.101191282,0.009255409,0.104667187,0.278896093,0.174228907,0.103553534,0.77092576,0.667372227,0.110252619,0.181463003,0.071210384,0.087877035,0.099921227,0.012044191,0.09372592,0.086975098,-0.006750822,0.081057072,0.161883354,0.080826283,0.105523825,0.232136965,0.12661314,0.096955061
kartik,1,45,0.095702171,0.152926207,0.057224035,0.093031883,0.174137354,0.081105471,0.086580276,0.134879589,0.048299313,0.103473902,1.376814842,1.27334094,0.108465433,0.476854324,0.368388891,0.096268415,0.149779797,0.053511381,0.086847782,0.10159111,0.014743328,0.092298746,0.105453014,0.013154268,0.085942268,0.162710428,0.07676816,0.127048016,0.255745411,0.128697395,0.124805689
kartik,1,46,0.086130381,0.17663312,0.090502739,0.107708216,0.206337214,0.098628998,0.078067303,0.12923336,0.051166058,0.102546454,0.241959333,0.13941288,0.099339247,0.411143303,0.311804056,0.109467268,0.152056217,0.042588949,0.086961269,0.092490911,0.005529642,0.100539684,0.121174336,0.020634651,0.099103451,0.190154553,0.091051102,0.101441145,0.230555296,0.129114151,0.098830462
kartik,1,47,0.111828566,0.181170225,0.06934166,0.09837389,0.122507811,0.024133921,0.100996018,0.146583557,0.04558754,0.089942932,0.256681442,0.16673851,0.098953962,0.407611847,0.308657885,0.119910479,0.163396835,0.043486357,0.077388763,0.091091156,0.013702393,0.095454216,0.108253241,0.012799025,0.076882839,0.193189383,0.116306543,0.102192164,0.203957558,0.101765394,0.114563227
kartik,1,48,0.10181284,0.146384478,0.044571638,0.084391356,0.124761105,0.040369749,0.093130112,0.106049061,0.012918949,0.092911959,0.187140942,0.094228983,0.085034609,0.452436209,0.3674016,0.112978935,0.168301582,0.055322647,0.085051298,0.078680277,-0.006371021,0.121505499,0.10632968,-0.015175819,0.092638969,0.158583641,0.065944672,0.084697008,0.196601152,0.111904144,0.087142944
kartik,1,49,0.094632149,0.141016007,0.046383858,0.083752394,0.12656641,0.042814016,0.091580391,0.082278967,-0.009301424,0.114085913,0.17684722,0.062761307,0.098330975,0.360416889,0.262085915,0.119838953,0.153478861,0.033639908,0.082122803,0.094700098,0.012577295,0.095238447,0.09906888,0.003830433,0.080360889,0.151990891,0.071630001,0.106047154,0.225020409,0.118973255,0.104463339
kartik,1,50,0.098844528,0.158142567,0.059298038,0.112804651,0.150326729,0.037522078,0.099122286,0.087801218,-0.011321068,0.124351502,0.210612774,0.086261272,0.084695816,0.375466824,0.290771008,0.106838226,0.136057138,0.029218912,0.088782549,0.110766172,0.021983624,0.080280304,0.107013464,0.02673316,0.0711689,0.184365988,0.113197088,0.09782958,0.254251003,0.156421423,0.088013649
kartik,1,51,0.102380514,0.178915739,0.076535225,0.082141399,0.104976177,0.022834778,0.084579229,0.09222436,0.00764513,0.110846281,0.191055775,0.080209494,0.091336012,0.347642183,0.256306171,0.139816046,0.195003748,0.055187702,0.074425459,0.087599754,0.013174295,0.101000309,0.103474379,0.00247407,0.096377134,0.185755968,0.089378834,0.09543705,0.370930195,0.275493145,0.091199875
kartik,1,52,0.095438242,0.166844606,0.071406364,0.095218897,0.13305378,0.037834883,0.091247559,0.077234745,-0.014012814,0.098939419,0.184626341,0.085686922,0.105208635,0.363819361,0.258610725,0.107887745,0.136349678,0.028461933,0.09808135,0.081766605,-0.016314745,0.097733736,0.112346411,0.014612675,0.094751596,0.17683816,0.082086563,0.112216473,0.260931253,0.148714781,0.0960536
kartik,1,53,0.107352972,0.138859749,0.031506777,0.089715719,0.141998291,0.052282572,0.086249113,0.071937799,-0.014311314,0.096546173,0.171879292,0.075333118,0.06693387,0.331335783,0.264401913,0.117928505,0.170756578,0.052828074,0.101432324,0.107514381,0.006082058,0.101456404,0.108531952,0.007075548,0.091481686,0.154348135,0.062866449,0.097545385,0.302657604,0.205112219,0.09964323
kartik,1,54,0.100663424,0.135690451,0.035027027,0.091362953,0.145293236,0.053930283,0.098989487,0.076591015,-0.022398472,0.118267059,0.209615231,0.091348171,0.072603941,0.415291786,0.342687845,0.108649254,0.154644966,0.045995712,0.076989889,0.082475901,0.005486012,0.098501444,0.116987228,0.018485785,0.072106123,0.156669855,0.084563732,0.095285892,0.240925312,0.14563942,0.109942198
kartik,1,55,0.118483782,0.162214279,0.043730497,0.107122421,0.122784615,0.015662193,0.091688871,0.097983599,0.006294727,0.098223925,0.204871893,0.106647968,0.093329191,0.398583174,0.305253983,0.120939255,0.165573597,0.044634342,0.09284687,0.099755287,0.006908417,0.096176386,0.119796515,0.023620129,0.078148842,0.184764147,0.106615305,0.092006207,0.257171631,0.165165424,0.100892544
kartik,1,56,0.101249695,0.15054369,0.049293995,0.096296072,0.136557818,0.040261745,0.088710308,0.082468271,-0.006242037,0.098559618,0.171069622,0.072510004,0.1002388,0.523319244,0.423080444,0.129688263,0.25998497,0.130296707,0.09265542,0.137563229,0.044907808,0.096505404,0.137468338,0.040962934,0.069653988,0.166394234,0.096740246,0.083934069,0.557391167,0.473457098,0.106020451
kartik,1,57,0.119395018,0.183996677,0.06460166,0.094590187,0.12831974,0.033729553,0.078757524,0.088963985,0.010206461,0.115450144,0.219215393,0.103765249,0.095260859,0.707691431,0.612430573,0.113365889,1.197578907,1.084213018,0.138733864,1.64276886,1.504034996,0.100709438,0.178079844,0.077370405,0.077923775,0.187568426,0.109644651,0.092509031,0.328971386,0.236462355,0.111211062
kartik,1,58,0.089403868,0.121111393,0.031707525,0.088193655,0.109158993,0.020965338,0.093384504,0.086771488,-0.006613016,0.113877296,0.832708597,0.718831301,0.096246719,0.382976055,0.286729336,0.124795914,0.158513546,0.033717632,0.082949638,0.101307154,0.018357515,0.105156422,0.12290144,0.017745018,0.074542284,0.15825963,0.083717346,0.097389698,0.225362301,0.127972603,0.100691557
kartik,1,59,0.098819017,0.170645237,0.07182622,0.084649324,0.103789091,0.019139767,0.082070827,0.087480545,0.005409718,0.118356228,0.180050612,0.061694384,0.109529495,0.400877714,0.291348219,0.11925602,0.166793108,0.047537088,0.080828667,0.102915525,0.022086859,0.106620789,0.118818998,0.01219821,0.080067635,0.181499243,0.101431608,0.103105307,0.511969328,0.408864021,0.095642328
kartik,1,60,0.092113495,0.118992567,0.026879072,0.083850861,0.13317585,0.049324989,0.108215332,0.07948184,-0.028733492,0.118029356,0.172692537,0.054663181,0.101028681,0.370504856,0.269476175,0.116062164,0.138074398,0.022012234,0.081557035,0.107046843,0.025489807,0.094439507,0.109868288,0.015428782,0.085920811,0.162412167,0.076491356,0.107784987,0.387102842,0.279317856,0.094373703
