subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
Harsh,1,21,0.0904603,0.329297543,0.238837242,0.089939356,0.104364872,0.014425516,0.096393824,0.633293629,0.536899805,0.096955299,0.432684898,0.335729599,0.090244293,0.30749774,0.217253447,0.102149725,0.478028297,0.375878573,0.100940943,0.120588064,0.019647121,0.103680611,0.091967106,-0.011713505,0.136998892,0.091465235,-0.045533657,0.10794425,0.355668545,0.247724295,0.103884697
Harsh,1,22,0.093904018,0.197868347,0.103964329,0.091220856,0.153109789,0.061888933,0.09386158,0.121423006,0.027561426,0.106696844,0.324457169,0.217760325,0.089500666,0.375804901,0.286304236,0.119473696,0.196947098,0.077473402,0.1057477,0.110442638,0.004694939,0.107201338,0.102907419,-0.004293919,0.144272089,0.080969095,-0.063302994,0.123005629,0.272608519,0.14960289,0.111151457
Harsh,1,23,0.094491959,0.172148705,0.077656746,0.102093697,0.177501202,0.075407505,0.088352919,0.089533806,0.001180887,0.110613585,0.335121155,0.22450757,0.08728528,0.333969593,0.246684313,0.116457224,0.158458948,0.042001724,0.117621422,0.141590118,0.023968697,0.118428469,0.10935545,-0.009073019,0.130497932,0.076055527,-0.054442406,0.11675334,0.245492458,0.128739119,0.113109827
Harsh,1,24,0.098831415,0.237210512,0.138379097,0.099431515,2.560087204,2.460655689,0.08617115,0.236531735,0.150360584,0.086733818,0.42652607,0.339792252,0.090610266,0.312983751,0.222373486,0.103502035,0.159268379,0.055766344,0.112999201,0.094721794,-0.018277407,0.111438513,0.109801054,-0.001637459,0.147904158,0.095256567,-0.052647591,0.103772163,0.321502209,0.217730045,0.102027178
Harsh,1,25,0.10791564,0.177772284,0.069856644,0.083200693,0.128347397,0.045146704,0.090600014,0.101725102,0.011125088,0.118042231,0.766370058,0.648327828,0.090863228,0.313508511,0.222645283,0.102438927,0.167085648,0.064646721,0.133036375,0.131681919,-0.001354456,0.105087519,0.140673637,0.035586119,0.143902302,0.079823732,-0.064078569,0.132191658,0.405285835,0.273094177,0.11053443
Harsh,1,26,0.081773043,0.351186276,0.269413233,0.082466602,0.108236074,0.025769472,0.094338179,0.119851589,0.025513411,0.097686768,0.436621428,0.33893466,0.115885735,0.508244991,0.392359257,0.112966776,0.208853722,0.095886946,0.115242958,0.097291708,-0.01795125,0.116877794,0.102250099,-0.014627695,0.135653019,0.078623772,-0.057029247,0.107904434,0.232717276,0.124812841,0.139795065
Harsh,1,27,0.085512877,0.232135057,0.146622181,0.090870857,0.13450408,0.043633223,0.091664553,0.103147984,0.011483431,0.104490757,0.649651766,0.545161009,0.098593712,0.374722004,0.276128292,0.112261057,0.187588215,0.075327158,0.120343447,0.105230331,-0.015113115,0.111045599,0.11507082,0.004025221,0.141182184,0.076205969,-0.064976215,0.117967129,0.283318043,0.165350914,0.130698443
Harsh,1,28,0.093919754,0.252335787,0.158416033,0.089323282,0.127728224,0.038404942,0.098152876,0.114709377,0.016556501,0.109830141,0.692629576,0.582799435,0.099116087,0.294569969,0.195453882,0.106225967,0.442489386,0.336263418,0.108280897,0.140256167,0.031975269,0.082010746,0.121715069,0.039704323,0.12867713,0.35913229,0.23045516,0.126075745,0.760295391,0.634219647,0.097274065
Harsh,1,29,0.080693245,0.152922392,0.072229147,0.08924675,0.132384539,0.043137789,0.097521782,0.111032248,0.013510466,0.105455875,0.384068728,0.278612852,0.099473476,0.430519819,0.331046343,0.099421024,0.183062315,0.083641291,0.119538784,0.137603045,0.01806426,0.122918129,0.136147261,0.013229132,0.149140596,0.087338448,-0.061802149,0.125385284,0.401398659,0.276013374,0.106392145
Harsh,1,30,0.076909781,0.621736288,0.544826508,0.087877512,0.150934219,0.063056707,0.090229988,0.115142584,0.024912596,0.099057674,0.909171104,0.81011343,0.085434675,0.287234068,0.201799393,0.095463514,0.404025793,0.308562279,0.098972321,0.138155937,0.039183617,0.115600348,0.107426882,-0.008173466,0.190806389,0.159190416,-0.031615973,0.114360094,0.413296938,0.298936844,0.114513636
Harsh,1,31,0.074427128,0.415630102,0.341202974,0.091202736,0.170860529,0.079657793,0.071868896,0.20088172,0.129012823,0.117882729,0.833279133,0.715396404,0.107532978,0.343202829,0.235669851,0.112433434,0.200941563,0.088508129,0.121939421,0.12346983,0.001530409,0.120988131,0.1167593,-0.00422883,0.15991044,0.076370955,-0.083539486,0.132837296,0.402690888,0.269853592,0.100128174
Harsh,1,32,0.092141628,0.290129423,0.197987795,0.080200195,0.165961504,0.085761309,0.087168932,0.085858107,-0.001310825,0.105206728,0.597566128,0.4923594,0.09817934,0.328296185,0.230116844,0.10023737,0.20179987,0.1015625,0.124164343,0.109321833,-0.01484251,0.114501476,0.105496883,-0.009004593,0.152118683,0.080280304,-0.071838379,0.123920441,0.319625139,0.195704699,0.122182131
Harsh,1,33,0.098007679,0.334804058,0.236796379,0.090162277,0.174533844,0.084371567,0.097382307,0.11127615,0.013893843,0.103901625,0.37548852,0.271586895,0.097465992,0.377568722,0.28010273,0.117201567,0.188544989,0.071343422,0.13948369,0.137323618,-0.002160072,0.108309031,0.094260693,-0.014048338,0.15978837,0.099251986,-0.060536385,0.100438595,0.666904211,0.566465616,0.114284754
Harsh,1,34,0.094151735,0.292495251,0.198343515,0.082943916,0.129874945,0.046931028,0.107969284,0.117336512,0.009367228,0.099642992,0.689004183,0.589361191,0.071325064,0.327132464,0.2558074,0.11961174,0.205289602,0.085677862,0.114232063,0.328953981,0.214721918,0.09647727,0.134506941,0.038029671,0.152689457,0.246917009,0.094227552,0.118347883,0.455704927,0.337357044,0.105722189
Harsh,1,35,0.077052593,0.235247374,0.15819478,0.090276957,0.154383421,0.064106464,0.090790749,0.085375309,-0.00541544,0.103804827,0.412705183,0.308900356,0.173834801,1.303373098,1.129538298,0.086856127,0.37550807,0.288651943,0.127357006,3.571065664,3.443708658,0.114714384,0.172100306,0.057385921,0.100363016,0.221905232,0.121542215,0.085118532,0.213478327,0.128359795,0.160106421
Harsh,1,36,0.078557968,0.255844116,0.177286148,0.094336748,0.095666647,0.001329899,0.08605051,0.137127876,0.051077366,0.101557255,0.759795427,0.658238173,0.11497426,0.32444644,0.209472179,0.092405081,0.181544781,0.0891397,0.11400032,0.120687008,0.006686687,0.099351168,0.10350132,0.004150152,0.142663717,0.093341589,-0.049322128,0.102947474,0.292162657,0.189215183,0.100673914
Harsh,1,37,0.076698065,0.331968069,0.255270004,0.069928885,0.062161446,-0.007767439,0.085065603,0.112614393,0.02754879,0.094024181,0.258253098,0.164228916,0.105811358,0.39404273,0.288231373,0.080911398,0.139300346,0.058388948,0.0810256,0.072627306,-0.008398294,0.096487284,0.143802404,0.047315121,0.124047518,0.087254763,-0.036792755,0.105652094,0.323090315,0.217438221,0.09160471
Harsh,1,38,0.081004858,0.780050755,0.699045897,0.090386152,0.133306503,0.042920351,0.085244894,0.154870033,0.069625139,0.105269432,0.621290207,0.516020775,0.082940578,0.300804853,0.217864275,0.095005989,0.359578848,0.264572859,0.095495701,0.136367798,0.040872097,0.092953205,0.101581097,0.008627892,0.105865002,0.454103231,0.34823823,0.122273922,0.482534647,0.360260725,0.097358465
Harsh,1,39,0.09111619,0.158088923,0.066972733,0.068261623,0.106152535,0.037890911,0.084933758,0.083514214,-0.001419544,0.099980354,0.276155949,0.176175594,0.074572563,0.369464636,0.294892073,0.111643553,0.203425884,0.091782331,0.103779078,0.113556385,0.009777308,0.114895821,0.106021404,-0.008874416,0.140756846,0.101423502,-0.039333344,0.104676247,0.336600542,0.231924295,0.112988234
Harsh,1,40,0.084830761,0.210515976,0.125685215,0.089046478,0.102962017,0.013915539,0.090908051,0.10394764,0.013039589,0.100469828,0.235637665,0.135167837,0.079982519,0.65941,0.579427481,0.111167431,0.179463387,0.068295956,0.113552809,0.099596262,-0.013956547,0.120838165,0.113125563,-0.007712603,0.150013208,0.099190474,-0.050822735,0.134422779,0.362901449,0.22847867,0.106520653
Harsh,1,41,0.081269979,0.470041037,0.388771057,0.082044601,0.10222888,0.020184278,0.09677887,0.110882044,0.014103174,0.092978239,0.867571116,0.774592876,0.097180367,0.273743868,0.176563501,0.090172291,0.14056921,0.050396919,0.118919134,0.116134644,-0.002784491,0.122670174,0.135727882,0.013057709,0.151049137,0.09016633,-0.060882807,0.132277489,0.363460064,0.231182575,0.109983206
Harsh,1,42,0.082561255,0.17314148,0.090580225,0.089994907,0.109474659,0.019479752,0.092823505,0.114168406,0.0213449,0.103352308,0.656317234,0.552964926,0.086832285,0.371206999,0.284374714,0.100455284,0.190044642,0.089589357,0.118555546,0.147942543,0.029386997,0.123207092,0.121893168,-0.001313925,0.132432938,0.224030733,0.091597795,0.121714115,0.308041096,0.186326981,0.10416317
Harsh,1,43,0.078959703,0.282251597,0.203291893,0.087711096,0.145394564,0.057683468,0.082541943,0.132156611,0.049614668,0.127652168,0.740792751,0.613140583,0.077777624,0.262635231,0.184857607,0.118240595,0.216269732,0.098029137,0.112972975,0.128853798,0.015880823,0.118320465,0.097303391,-0.021017075,0.123740673,0.077405214,-0.046335459,0.126206875,0.26204586,0.135838985,0.108790636
Harsh,1,44,0.085809469,0.353807926,0.267998457,0.087030888,0.094135046,0.007104158,0.094894648,0.10583663,0.010941982,0.106110811,0.782526016,0.676415205,0.090749741,0.278113127,0.187363386,0.090237379,0.213750839,0.12351346,0.108534575,0.133164167,0.024629593,0.125221491,0.098585129,-0.026636362,0.127349138,0.140002012,0.012652874,0.119001865,0.381836176,0.262834311,0.096645832
Harsh,1,45,0.080890656,0.260078669,0.179188013,0.068136692,0.128238916,0.060102224,0.07299757,0.096734047,0.023736477,0.103586435,1.798340797,1.694754362,0.086887836,0.376279831,0.289391995,0.111736774,0.310986996,0.199250221,0.128920317,0.125690699,-0.003229618,0.122892618,0.199032068,0.07613945,0.116482973,0.194607258,0.078124285,0.103721619,0.286964893,0.183243275,0.102905273
Harsh,1,46,0.092698336,0.30513835,0.212440014,0.082828999,0.121382952,0.038553953,0.091253281,0.111844778,0.020591497,0.09530139,0.651742458,0.556441069,0.094325542,0.297792196,0.203466654,0.10664916,0.186634064,0.079984903,0.117488623,0.128310204,0.010821581,0.126008987,0.124863625,-0.001145363,0.147773981,0.108812809,-0.038961172,0.103906393,0.426189661,0.322283268,0.093248844
Harsh,1,47,0.086243629,0.207196236,0.120952606,0.085483789,0.13943243,0.053948641,0.073313951,0.086318493,0.013004541,0.107269049,0.283912182,0.176643133,0.104121208,0.389342308,0.2852211,0.107548475,0.180547237,0.072998762,0.125860691,0.140463829,0.014603138,0.111238718,0.132096767,0.020858049,0.173857451,0.152778387,-0.021079063,0.100231886,0.294739246,0.194507361,0.12819767
Harsh,1,48,0.099974155,0.310844183,0.210870028,0.075489998,0.113010407,0.037520409,0.095242977,0.104231596,0.008988619,0.089167356,0.260401249,0.171233892,0.085003853,0.340815067,0.255811214,0.123759031,0.179515123,0.055756092,0.12555027,0.126859427,0.001309156,0.106238842,0.114278555,0.008039713,0.136585712,0.067428112,-0.0691576,0.134640217,0.411240101,0.276599884,0.113232851
Harsh,1,49,0.100362778,0.283664703,0.183301926,0.077289104,0.093192339,0.015903234,0.092589617,0.106106758,0.013517141,0.104031563,0.312244654,0.208213091,0.109961987,0.465114832,0.355152845,0.095786333,0.176657915,0.080871582,0.10766077,0.144788265,0.037127495,0.12534976,0.138667584,0.013317823,0.112255812,0.194393396,0.082137585,0.118254662,0.264374018,0.146119356,0.107622862
Harsh,1,50,0.095227718,0.237254381,0.142026663,0.084700823,0.124867201,0.040166378,0.091758966,0.465743542,0.373984575,0.112060547,0.501803875,0.389743328,0.092858791,0.3383286,0.245469809,0.094573021,0.164390564,0.069817543,0.124589205,0.116944075,-0.00764513,0.120551348,0.109220743,-0.011330605,0.137923479,0.082113028,-0.055810452,0.131917954,0.323245049,0.191327095,0.09985733
Harsh,1,51,0.088708401,0.500458241,0.41174984,0.093861818,0.124199629,0.030337811,0.096851349,0.861721277,0.764869928,0.089113951,0.312712193,0.223598242,0.095466375,0.319603443,0.224137068,0.095626593,0.213212013,0.117585421,0.124254227,0.132758856,0.008504629,0.115130663,0.11796546,0.002834797,0.149852037,0.109708786,-0.040143251,0.11613965,0.313872099,0.197732449,0.118951559
Harsh,1,52,0.094019413,0.871633768,0.777614355,0.068509579,0.159288168,0.090778589,0.098819733,0.173517942,0.07469821,0.110352516,0.812761545,0.702409029,0.088408947,0.26271224,0.174303293,0.098786116,0.179771662,0.080985546,0.111994267,0.097704649,-0.014289618,0.117550373,0.144866228,0.027315855,0.172674656,0.144733429,-0.027941227,0.115860224,0.549299955,0.433439732,0.106085539
Harsh,1,53,0.086819649,0.19649148,0.109671831,0.08554697,0.113632679,0.028085709,0.088763714,0.097524881,0.008761168,0.099582672,0.633516789,0.533934116,0.08338666,0.313895464,0.230508804,0.088797569,0.143771648,0.054974079,0.11489296,0.102535963,-0.012356997,0.111985445,0.123853445,0.011868,0.130202293,0.098983526,-0.031218767,0.128525257,0.302727938,0.174202681,0.106793642
Harsh,1,54,0.08104825,0.348597765,0.267549515,0.08379221,0.122438669,0.03864646,0.09160161,0.119124889,0.027523279,0.08570838,0.210343361,0.124634981,0.083057404,0.339080811,0.256023407,0.101565838,0.179502487,0.077936649,0.110331535,0.115608931,0.005277395,0.120672226,0.142815113,0.022142887,0.126442909,0.101163387,-0.025279522,0.111318588,0.242105484,0.130786896,0.109384775
Harsh,1,55,0.087275982,0.258247614,0.170971632,0.098829746,0.127280951,0.028451204,0.110821486,0.129758835,0.018937349,0.115306854,0.418457747,0.303150892,0.126278162,0.427321672,0.30104351,0.106100798,0.149368525,0.043267727,0.123361349,0.091350317,-0.032011032,0.115963697,0.123945475,0.007981777,0.139585733,0.107621431,-0.031964302,0.102007628,0.239115,0.137107372,0.102458954
Harsh,1,56,0.087269545,0.166594505,0.079324961,0.07864809,0.125917673,0.047269583,0.104105234,0.144937754,0.04083252,0.104919195,0.355779886,0.250860691,0.140027046,0.420947075,0.280920029,0.105793238,0.204257727,0.098464489,0.137183905,0.120725155,-0.01645875,0.131160021,0.123846769,-0.007313251,0.165337801,0.159816742,-0.005521059,0.133650541,0.266409636,0.132759094,0.104942799
Harsh,1,57,0.087091208,0.154055834,0.066964626,0.084121227,0.099228621,0.015107393,0.112451315,0.170841694,0.058390379,0.082014561,0.436104298,0.354089737,0.131319761,0.366758585,0.235438824,0.111203194,0.184980869,0.073777676,0.137140989,0.129846096,-0.007294893,0.101969004,0.114525557,0.012556553,0.138954878,0.123559713,-0.015395164,0.1167624,0.238258839,0.121496439,0.161376715
Harsh,1,58,0.105910301,0.21436739,0.108457089,0.088551998,0.122947693,0.034395695,0.103892326,0.136156797,0.032264471,0.106391907,0.254455566,0.14806366,0.082826376,0.933368444,0.850542069,0.108150482,0.261222839,0.153072357,0.120848656,0.130882978,0.010034323,0.113616705,0.139053345,0.02543664,0.100679874,0.333365679,0.232685804,0.138149977,0.423392534,0.285242558,0.111037016
Harsh,1,59,0.084611893,0.271207809,0.186595917,0.081270695,0.136895418,0.055624723,0.096149206,0.163201809,0.067052603,0.127639771,0.522232294,0.394592524,0.112434864,0.343521833,0.231086969,0.126224756,0.164139032,0.037914276,0.145318747,0.106703043,-0.038615704,0.117063046,0.180332661,0.063269615,0.107378721,0.076273918,-0.031104803,0.111586809,0.463279009,0.3516922,0.123076201
Harsh,1,60,0.075558662,0.230098248,0.154539585,0.074127913,0.114484787,0.040356874,0.106350422,0.127074242,0.02072382,0.100604534,0.586474657,0.485870123,0.102186441,0.309539318,0.207352877,0.141636848,0.194104433,0.052467585,0.137355566,0.188436747,0.051081181,0.110846758,0.153419495,0.042572737,0.136412859,1.133592367,0.997179508,0.134192467,0.357071877,0.22287941,0.104573727
Harsh,1,61,0.073618174,0.247810364,0.17419219,0.087746382,0.08432889,-0.003417492,0.091430187,0.177338362,0.085908175,0.085756063,0.253817082,0.168061018,0.10198617,0.40407896,0.302092791,0.098818779,0.144366264,0.045547485,0.118726492,0.102765322,-0.01596117,0.121823072,0.14829731,0.026474237,0.14495492,0.101082325,-0.043872595,0.115976572,0.457972527,0.341995955,0.110993385
Harsh,1,62,0.097995758,1.021430492,0.923434734,0.091622591,0.09540987,0.003787279,0.074427128,0.658784151,0.584357023,0.085713863,0.437663317,0.351949453,0.07566762,0.305292368,0.229624748,0.10515523,0.215096235,0.109941006,0.102659941,0.109553099,0.006893158,0.121955156,0.139127493,0.017172337,0.136293173,0.259140253,0.12284708,0.121861696,0.317364931,0.195503235,0.107285023
Harsh,1,63,0.075607061,0.372340679,0.296733618,0.0828619,0.146267891,0.063405991,0.072971106,1.005358934,0.932387829,0.130751133,0.267832756,0.137081623,0.085591555,0.579943895,0.494352341,0.093723059,0.166248083,0.072525024,0.121925592,0.084305286,-0.037620306,0.121798039,0.143027067,0.021229029,0.126860142,0.188984633,0.062124491,0.124265194,0.322034121,0.197768927,0.109987259
Harsh,1,64,0.09186101,0.424540758,0.332679749,0.088536739,0.162729502,0.074192762,0.09706521,0.091014862,-0.006050348,0.104138851,1.037816763,0.933677912,0.081782579,0.278505564,0.196722984,0.098153353,0.146306038,0.048152685,0.12073946,0.141439438,0.020699978,0.13526535,0.128906965,-0.006358385,0.159045935,0.109856844,-0.049189091,0.111561537,0.408071995,0.296510458,0.097111464
Harsh,1,65,0.075881481,0.321408749,0.245527268,0.087370396,0.148176909,0.060806513,0.111564875,0.072646618,-0.038918257,0.104353428,0.259926796,0.155573368,0.120090246,0.362046003,0.241955757,0.121261835,0.156912088,0.035650253,0.111548424,0.091438055,-0.020110369,0.113682032,0.126835585,0.013153553,0.152344227,0.115745783,-0.036598444,0.111366987,0.552883863,0.441516876,0.096865177
Harsh,1,66,0.099807262,0.340828419,0.241021156,0.082150936,0.137647867,0.055496931,0.096799612,0.070052385,-0.026747227,0.108738184,0.242544413,0.133806229,0.099057436,0.359708786,0.26065135,0.104272366,0.185533285,0.08126092,0.137495041,0.109719515,-0.027775526,0.123098612,0.134521723,0.011423111,0.155915737,0.098630428,-0.057285309,0.114579201,0.253942013,0.139362812,0.128527165
Harsh,1,67,0.077809334,0.415102005,0.337292671,0.081969976,0.132590056,0.050620079,0.075034857,0.111440182,0.036405325,0.10390377,1.112704754,1.008800983,0.092226267,0.915113688,0.822887421,0.112756729,0.176439285,0.063682556,0.111583471,0.175114632,0.06353116,0.132282496,0.203471899,0.071189404,0.129009724,0.405803204,0.27679348,0.114035845,0.295979261,0.181943417,0.112827539
Harsh,1,68,0.076668262,1.943374395,1.866706133,0.054855585,-0.988584518,-1.043440104,0.098655939,0.097405434,-0.001250505,0.099535227,0.249861717,0.15032649,0.093595505,1.609532595,1.51593709,0.093584776,0.191453934,0.097869158,0.116110325,0.106753111,-0.009357214,0.113488197,0.130484343,0.016996145,0.124119759,0.195246697,0.071126938,0.144496679,0.289125681,0.144629002,0.143961191
Harsh,1,69,0.087784767,1.086042881,0.998258114,0.078245163,0.20431757,0.126072407,0.08123064,0.638691664,0.557461023,0.080897331,0.483015299,0.402117968,0.102281094,0.305241346,0.202960253,0.110193014,0.17050004,0.060307026,0.136748314,0.107412577,-0.029335737,0.118805409,0.137591362,0.018785954,0.119893551,0.244881392,0.124987841,0.13247323,0.368684292,0.236211062,0.124735355
Harsh,1,70,0.089973927,0.78939867,0.699424744,0.097435713,0.111909866,0.014474154,0.105718851,0.12731719,0.021598339,0.095910788,0.272365809,0.176455021,0.080054045,1.063455343,0.983401299,0.099139214,0.175386667,0.076247454,0.131684542,0.109641075,-0.022043467,0.124753475,0.13408041,0.009326935,0.187492609,0.150910139,-0.03658247,0.131325245,0.331547976,0.200222731,0.123213291
Harsh,1,71,0.081234694,0.661260843,0.58002615,0.084586143,0.167387962,0.082801819,0.096329927,0.116737127,0.0204072,0.088377714,0.462590694,0.37421298,0.085875034,1.109390736,1.023515701,0.116919994,0.13579011,0.018870115,0.134344816,0.108636379,-0.025708437,0.136240959,0.130037546,-0.006203413,0.14601922,0.121059895,-0.024959326,0.12994957,0.621772766,0.491823196,0.112413883
Harsh,1,72,0.089311123,0.555719852,0.46640873,0.088650465,0.144034624,0.055384159,0.075086594,0.116448641,0.041362047,0.095395088,0.823029518,0.72763443,0.096719503,0.333866835,0.237147331,0.112805843,0.176725388,0.063919544,0.123706818,0.09498024,-0.028726578,0.136853695,0.143813372,0.006959677,0.155092001,0.377276421,0.22218442,0.143044472,0.479856491,0.336812019,0.12694788
Harsh,1,73,0.123836994,0.514045,0.390208006,0.087284327,0.11969614,0.032411814,0.106612921,0.14945364,0.042840719,0.073458195,0.695505381,0.622047186,0.072119951,0.338917494,0.266797543,0.135449648,0.205851555,0.070401907,0.137130499,0.120355606,-0.016774893,0.111600637,0.121812582,0.010211945,0.160523653,0.083325386,-0.077198267,0.122211933,0.307894707,0.185682774,0.111515045
Harsh,1,74,0.09795928,0.312297821,0.214338541,0.08852005,0.130056143,0.041536093,0.096801996,0.091615677,-0.005186319,0.105532169,0.253303766,0.147771597,0.108567476,0.35585475,0.247287273,0.097847462,0.476084948,0.378237486,0.113314867,0.117620707,0.00430584,0.11871171,0.158461094,0.039749384,0.08664155,0.345220804,0.258579254,0.133690596,0.330293894,0.196603298,0.120920897
Harsh,1,75,0.106110811,0.318810701,0.21269989,0.080351591,0.130179644,0.049828053,0.092711926,0.100999117,0.008287191,0.103320122,0.817240953,0.713920832,0.137027264,0.435035229,0.298007965,0.108741522,0.206851482,0.098109961,0.126445055,0.136496782,0.010051727,0.109364271,0.162248135,0.052883863,0.118166685,0.37417388,0.256007195,0.138472319,0.292251349,0.15377903,0.113982439
Harsh,1,76,0.086483002,0.417773485,0.331290484,0.079247952,0.135273695,0.056025743,0.095961809,0.076943874,-0.019017935,0.108896971,0.804429531,0.69553256,0.081803322,0.387090683,0.305287361,0.116817951,0.183255911,0.06643796,0.128799677,0.118767023,-0.010032654,0.124640226,0.120142698,-0.004497528,0.164921045,0.267061234,0.102140188,0.132911921,0.301434517,0.168522596,0.145260811
Harsh,1,77,0.090942383,0.268112183,0.1771698,0.083168507,0.109077215,0.025908709,0.106153965,0.115992785,0.00983882,0.097059965,0.227357388,0.130297422,0.115598679,0.379745007,0.264146328,0.104593754,0.179765463,0.075171709,0.130623341,0.115931273,-0.014692068,0.108864784,0.125529766,0.016664982,0.139524937,0.267938137,0.1284132,0.128023386,0.288105965,0.160082579,0.133443356
Harsh,1,78,0.081591368,1.037086964,0.955495596,0.084271908,0.164506435,0.080234528,0.109181881,0.830448866,0.721266985,0.140583515,0.749034643,0.608451128,0.118840694,0.383760214,0.264919519,0.114890575,0.203061342,0.088170767,0.139099121,0.115716934,-0.023382187,0.108370543,0.132730007,0.024359465,0.121166468,0.406296969,0.285130501,0.110918284,0.396032333,0.28511405,0.115140915
Harsh,1,79,0.104962826,0.832170487,0.727207661,0.102890015,-0.339056492,-0.441946507,0.092055082,0.093297482,0.001242399,0.069968462,1.204012871,1.134044409,0.086461067,0.282192707,0.19573164,0.088954926,0.129626513,0.040671587,0.125951767,0.081735611,-0.044216156,0.124688864,0.129719734,0.00503087,0.105787516,0.166723251,0.060935736,0.118942022,0.258181095,0.139239073,0.125005722
Harsh,1,80,0.098345518,0.865127325,0.766781807,0.087377787,0.122749567,0.03537178,0.097462893,0.096222639,-0.001240253,0.102678061,0.386047602,0.283369541,0.082428932,0.302631855,0.220202923,0.098893404,0.134773254,0.03587985,0.12788105,0.098669052,-0.029211998,0.127006054,0.125014782,-0.001991272,0.121287584,0.217545509,0.096257925,0.123375654,0.269738436,0.146362782,0.123677015
Harsh,1,81,0.098442316,0.343574524,0.245132208,0.096915245,0.130616427,0.033701181,0.104309797,0.103037834,-0.001271963,0.10291481,1.299681425,1.196766615,0.10223794,0.961947918,0.859709978,0.095663309,0.232619762,0.136956453,0.110016108,1.958344698,1.84832859,0.131648779,0.139827013,0.008178234,0.085026979,0.178444862,0.093417883,0.114227295,0.275969029,0.161741734,0.126302958
Harsh,1,82,0.083828688,0.63266778,0.548839092,0.069489956,0.114544153,0.045054197,0.094873428,0.104281664,0.009408236,0.091080189,0.27010107,0.179020882,0.146505117,0.711171627,0.56466651,0.109279156,0.167244434,0.057965279,0.125782728,0.088508844,-0.037273884,0.114623785,0.113337278,-0.001286507,0.129700899,0.154420614,0.024719715,0.074826241,0.438698053,0.363871813,0.10977912
Harsh,1,83,0.09492898,0.306358576,0.211429596,0.093247414,0.132103443,0.03885603,0.092565298,0.115379572,0.022814274,0.103616715,0.30014801,0.196531296,0.112360716,0.366321087,0.253960371,0.110154629,0.151564121,0.041409492,0.12149334,0.089953184,-0.031540155,0.1229496,0.119063377,-0.003886223,0.178471804,0.112922907,-0.065548897,0.051116467,0.51636076,0.465244293,0.09887147
Harsh,1,84,0.100980997,0.481118441,0.380137444,0.071025133,0.118304968,0.047279835,0.077603102,0.092586517,0.014983416,0.095187187,0.869473457,0.77428627,0.083783627,0.28108263,0.197299004,0.110556126,0.124587774,0.014031649,0.119364262,0.11283803,-0.006526232,0.111910343,0.101539612,-0.010370731,0.12487936,0.13085413,0.00597477,0.129716873,0.311602831,0.181885958,0.113384008
Harsh,1,85,0.088654518,0.588572741,0.499918222,0.087474823,0.134349108,0.046874285,0.113712549,0.097694874,-0.016017675,0.089277029,0.257887363,0.168610334,0.114515543,1.023635149,0.909119606,0.045670509,0.075568914,0.029898405,0.13271451,0.136274338,0.003559828,0.128595114,0.108987808,-0.019607306,0.153102398,0.193329573,0.040227175,0.128765822,0.361833572,0.233067751,0.124293566
Harsh,1,86,0.079019547,0.365098238,0.286078692,0.085986137,0.151571035,0.065584898,0.08960557,0.065679073,-0.023926497,0.106198788,0.33140111,0.225202322,0.128701925,0.366754532,0.238052607,0.129783154,0.179590941,0.049807787,0.129616022,0.120662212,-0.00895381,0.124643087,0.135041237,0.010398149,0.127509356,0.708967924,0.581458569,0.091886759,0.190396547,0.098509789,0.106096745
Harsh,1,87,0.075479984,0.567558527,0.492078543,0.062086105,0.09711504,0.035028934,0.095556736,0.146623135,0.051066399,0.120303154,0.409719467,0.289416313,0.15591073,0.549201489,0.393290758,0.1079669,0.170760632,0.062793732,0.133924723,0.094722986,-0.039201736,0.151986361,0.174950361,0.022964001,0.109432459,0.318210363,0.208777905,0.139466763,0.64265585,0.503189087,0.104931355
Harsh,1,88,0.098699808,0.94506669,0.846366882,0.127790928,-0.517051458,-0.644842386,0.094450951,0.093137264,-0.001313686,0.093389511,2.334649086,2.241259575,0.101366997,0.29557991,0.194212914,0.107897043,0.148937464,0.041040421,0.134352684,0.116856813,-0.017495871,0.121378899,0.13333869,0.011959791,0.127884388,0.27477932,0.146894932,0.121017933,0.821533918,0.700515986,0.116692305
Harsh,1,89,0.071894884,0.764612436,0.692717552,0.091372967,0.104370117,0.01299715,0.105730534,0.128043413,0.02231288,0.097517014,0.834837675,0.737320662,0.096639395,0.307194233,0.210554838,0.134081602,0.154775858,0.020694256,0.124608278,0.11534524,-0.009263039,0.148452759,0.393821955,0.245369196,0.109800577,0.810530424,0.700729847,0.107012987,0.557216644,0.450203657,0.120250225
Harsh,1,90,0.130439758,0.661371231,0.530931473,0.101521015,0.172708273,0.071187258,0.104122639,0.109294415,0.005171776,0.10101223,0.273804188,0.172791958,0.105220795,0.333511829,0.228291035,0.120857239,0.184948206,0.064090967,0.129769564,0.094848633,-0.034920931,0.118065834,0.132189274,0.01412344,0.110540867,0.474764586,0.364223719,0.132121325,0.556040525,0.423919201,0.160288334
